index,image_id,is_target,buffer_index,timestamp
0,1,0,3720,18.370518
1,9,0,3876,19.007555
2,11,0,4012,19.546079
3,8,0,4152,20.104025
4,3,0,4288,20.676637
5,6,0,4432,21.245489
6,7,0,4576,21.831679
7,17,0,4724,22.399931
8,13,0,4864,22.980829
9,7,0,5012,23.567819
10,8,0,5160,24.161084
11,13,0,5308,24.703672
12,2,0,5448,25.270526
13,12,0,5592,25.847371
14,16,0,5740,26.439982
15,8,0,5880,27.005809
16,5,0,6024,27.583400
17,11,0,6172,28.160588
18,9,0,6312,28.721062
19,19,0,6452,29.295497
20,1,0,6604,29.893849
21,3,0,6748,30.469486
22,6,0,6892,31.044999
23,14,0,7028,31.595521
24,7,0,7172,32.170535
25,5,0,7324,32.781109
26,18,0,7464,33.349487
27,2,0,7604,33.898293
28,18,0,7752,34.488181
29,12,0,7896,35.077193
30,5,0,8036,35.683497
31,1,0,8180,36.195514
32,14,0,8328,36.787880
33,16,0,8468,37.363433
34,10,0,8616,37.958375
35,17,0,8760,38.523576
36,4,0,8892,39.090947
37,3,0,9004,39.708891
38,11,0,9156,40.235729
39,17,0,9312,40.797468
40,13,0,9480,41.398589
41,5,0,9620,41.963150
42,16,0,9760,42.520503
43,2,0,9904,43.095537
44,9,0,10052,43.683023
45,4,0,10192,44.245480
46,6,0,10340,44.846173
47,10,0,10488,45.427419
48,14,0,10620,45.970475
49,15,0,10772,46.563343
50,18,0,10908,47.141999
51,16,0,11052,47.695503
52,9,0,11204,48.315605
53,0,0,11348,48.890011
54,15,0,11488,49.455751
55,9,0,11596,49.995516
56,3,0,11780,50.600420
57,19,0,11916,51.145583
58,10,0,12064,51.729997
59,14,0,12204,52.295536
60,2,0,12348,52.870500
61,13,0,12500,53.473744
62,14,0,12640,54.037408
63,15,0,12788,54.629486
64,4,0,12932,55.235725
65,11,0,13072,55.757273
66,12,0,13220,56.356015
67,10,0,13356,56.895850
68,18,0,13500,57.474728
69,0,0,13652,58.077210
70,16,0,13792,58.648773
71,6,0,13932,59.213759
72,4,0,14072,59.770529
73,12,0,14216,60.359227
74,0,0,14360,60.920985
75,19,0,14512,61.525482
76,17,0,14652,62.104861
77,7,0,14792,62.645540
78,15,0,14932,63.220563
79,12,0,15080,63.798632
80,2,0,15224,64.370484
81,18,0,15376,64.978841
82,1,0,15524,65.580885
83,0,0,15652,66.095491
84,5,0,15796,66.670502
85,19,0,15940,67.245496
86,11,0,16096,67.858216
87,1,0,16228,68.395499
88,8,0,16384,69.018269
89,15,0,16524,69.582345
90,0,0,16656,70.120529
91,10,0,16804,70.695489
92,6,0,16956,71.300110
93,13,0,17100,71.890974
94,17,0,17236,72.420490
95,19,0,17376,73.000917
96,7,0,17532,73.612309
97,8,0,17668,74.153453
98,3,0,17800,74.723146
99,4,0,17952,75.295747
