index,image_id,is_target,buffer_index,timestamp
0,7,1,3892,2822.027415
1,15,0,4028,2822.602419
2,5,0,4164,2823.177415
3,0,0,4300,2823.752415
4,11,0,4436,2824.327420
5,10,0,4572,2824.902411
6,14,0,4704,2825.477421
7,7,1,4840,2826.052440
8,9,0,4980,2826.627428
9,3,0,5112,2827.202408
10,6,0,5252,2827.777417
11,9,0,5384,2828.352410
12,18,0,5524,2828.927444
13,5,0,5660,2829.502414
14,1,1,5796,2830.077424
15,8,0,5932,2830.652434
16,15,0,6068,2831.227416
17,0,0,6200,2831.802424
18,14,0,6336,2832.377418
19,4,0,6472,2832.952439
20,17,0,6608,2833.527412
21,2,0,6744,2834.102442
22,18,0,6880,2834.677414
23,8,0,7012,2835.252409
24,10,0,7152,2835.827412
25,17,0,7288,2836.402431
26,9,0,7424,2836.977411
27,7,1,7560,2837.552416
28,9,0,7696,2838.127412
29,11,0,7832,2838.702413
30,1,1,7968,2839.277439
31,11,0,8104,2839.852416
32,16,0,8240,2840.427432
33,18,0,8372,2841.002425
34,5,0,8508,2841.577459
35,19,0,8648,2842.152419
36,18,0,8784,2842.727460
37,4,0,8920,2843.302428
38,12,0,9056,2843.877464
39,15,0,9192,2844.452412
40,4,0,9328,2845.027667
41,11,0,9464,2845.602443
42,17,0,9600,2846.177521
43,6,0,9736,2846.761143
44,2,0,9868,2847.327451
45,16,0,10004,2847.902460
46,13,1,10140,2848.477440
47,12,0,10276,2849.052463
48,3,0,10412,2849.627429
49,1,1,10552,2850.202421
50,3,0,10688,2850.777432
51,12,0,10820,2851.352476
52,17,0,10956,2851.927458
53,7,1,11092,2852.502431
54,13,1,11232,2853.077875
55,5,0,11368,2853.652440
56,16,0,11500,2854.227472
57,18,0,11636,2854.802454
58,19,0,11768,2855.377440
59,3,0,11908,2855.952610
60,10,0,12040,2856.527442
61,16,0,12176,2857.102448
62,1,1,12308,2857.677518
63,6,0,12440,2858.252420
64,5,0,12576,2858.827425
65,3,0,12716,2859.402452
66,17,0,12848,2859.977462
67,9,0,12984,2860.552622
68,4,0,13120,2861.127423
69,19,0,13256,2861.702440
70,16,0,13396,2862.277488
71,0,0,13532,2862.852441
72,11,0,13664,2863.427430
73,2,0,13804,2864.002694
74,19,0,13936,2864.577444
75,4,0,14072,2865.152413
76,8,0,14208,2865.727443
77,0,0,14344,2866.302679
78,8,0,14476,2866.877420
79,2,0,14612,2867.452462
80,6,0,14748,2868.027468
81,14,0,14884,2868.602425
82,0,0,15020,2869.177644
83,12,0,15156,2869.752447
84,6,0,15292,2870.327451
85,14,0,15424,2870.902428
86,15,0,15560,2871.477508
87,13,1,15696,2872.052426
88,10,0,15828,2872.627576
89,2,0,15964,2873.202467
90,10,0,16104,2873.777689
91,13,1,16240,2874.352523
92,8,0,16372,2874.927489
93,7,1,16504,2875.502466
94,13,1,16636,2876.077446
95,1,1,16772,2876.652424
96,14,0,16900,2877.227550
97,15,0,17036,2877.802446
98,19,0,17168,2878.377431
99,12,0,17308,2878.952639
