index,image_id,is_target,buffer_index,timestamp
0,4,0,2836,16.615987
1,0,0,2984,17.224449
2,3,0,3128,17.766043
3,15,0,3276,18.358259
4,9,0,3412,18.923976
5,14,0,3564,19.532882
6,3,0,3688,20.066134
7,17,0,3848,20.680123
8,0,0,3988,21.269588
9,8,0,4140,21.828374
10,16,0,4276,22.383331
11,8,0,4412,22.947355
12,1,0,4560,23.521896
13,3,0,4724,24.146165
14,9,0,4860,24.709668
15,2,0,4988,25.241088
16,12,0,5140,25.862070
17,2,0,5280,26.391014
18,15,0,5428,26.993196
19,14,0,5568,27.554473
20,17,0,5712,28.165792
21,0,0,5856,28.698742
22,17,0,6000,29.285702
23,4,0,6152,29.882371
24,1,0,6292,30.433518
25,6,0,6440,31.019230
26,10,0,6576,31.566156
27,2,0,6720,32.141022
28,5,0,6872,32.782287
29,18,0,6996,33.368848
30,7,0,7156,33.887340
31,18,0,7300,34.456864
32,15,0,7444,35.026860
33,10,0,7588,35.608533
34,9,0,7728,36.166024
35,7,0,7872,36.747128
36,19,0,8016,37.315998
37,2,0,8160,37.905925
38,7,0,8304,38.491112
39,13,0,8444,39.040990
40,10,0,8612,39.710245
41,18,0,8736,40.216855
42,11,0,8880,40.787295
43,6,0,9024,41.343600
44,12,0,9176,41.966876
45,10,0,9312,42.510094
46,18,0,9452,43.066011
47,16,0,9604,43.700667
48,4,0,9744,44.240773
49,10,0,9892,44.820628
50,15,0,10028,45.366113
51,13,0,10176,45.960713
52,7,0,10320,46.530550
53,5,0,10460,47.107364
54,6,0,10596,47.710408
55,1,0,10756,48.282169
56,14,0,10888,48.827111
57,17,0,11040,49.428680
58,1,0,11180,49.993510
59,0,0,11336,50.609676
60,6,0,11472,51.134910
61,11,0,11608,51.703519
62,1,0,11752,52.278491
63,18,0,11900,52.858346
64,8,0,12052,53.469490
65,12,0,12192,54.016937
66,11,0,12328,54.611381
67,19,0,12476,55.168364
68,4,0,12620,55.736351
69,16,0,12768,56.330663
70,6,0,12904,56.866050
71,12,0,13048,57.440994
72,2,0,13192,58.016023
73,0,0,13328,58.591072
74,3,0,13484,59.203588
75,8,0,13620,59.740991
76,13,0,13772,60.360982
77,3,0,13904,60.911066
78,11,0,14056,61.502049
79,19,0,14196,62.057145
80,11,0,14336,62.616021
81,5,0,14488,63.192691
82,16,0,14632,63.776351
83,7,0,14768,64.341002
84,12,0,14920,64.925567
85,14,0,15056,65.498375
86,16,0,15208,66.097634
87,5,0,15352,66.676276
88,19,0,15492,67.217317
89,4,0,15640,67.825899
90,19,0,15792,68.417277
91,14,0,15924,68.952553
92,9,0,16068,69.516010
93,5,0,16212,70.110629
94,9,0,16352,70.671950
95,8,0,16508,71.290670
96,13,0,16644,71.843636
97,15,0,16784,72.391928
98,13,0,16936,73.000765
99,17,0,17072,73.549677
