index,image_id,is_target,buffer_index,timestamp
0,15,0,2604,13.931738
1,11,0,2756,14.526347
2,17,0,2888,15.105738
3,9,0,3044,15.677384
4,0,0,3184,16.246446
5,11,0,3336,16.859942
6,5,0,3468,17.395950
7,9,0,3620,18.006353
8,13,0,3760,18.553664
9,15,0,3904,19.145204
10,8,0,4044,19.681742
11,18,0,4188,20.267275
12,13,0,4332,20.840961
13,17,0,4480,21.433000
14,4,0,4636,22.073862
15,8,0,4768,22.593962
16,2,0,4904,23.145979
17,9,0,5060,23.754710
18,1,0,5196,24.296114
19,3,0,5348,24.924530
20,4,0,5480,25.431745
21,10,0,5620,26.006762
22,6,0,5772,26.603651
23,10,0,5912,27.167297
24,6,0,6060,27.768796
25,3,0,6204,28.330929
26,17,0,6340,28.881755
27,15,0,6488,29.480086
28,14,0,6636,30.044575
29,11,0,6772,30.606732
30,2,0,6924,31.222706
31,3,0,7060,31.756748
32,13,0,7220,32.387124
33,5,0,7348,32.907289
34,8,0,7492,33.495109
35,15,0,7644,34.102857
36,2,0,7784,34.644880
37,0,0,7924,35.216340
38,14,0,8068,35.781736
39,5,0,8212,36.373820
40,16,0,8356,36.931753
41,10,0,8496,37.506742
42,6,0,8644,38.104342
43,0,0,8784,38.682622
44,14,0,8936,39.264620
45,3,0,9080,39.842230
46,10,0,9220,40.393286
47,8,0,9372,40.995134
48,12,0,9504,41.570046
49,16,0,9652,42.127410
50,12,0,9800,42.720712
51,19,0,9932,43.256727
52,4,0,10084,43.855888
53,14,0,10224,44.406723
54,17,0,10388,45.074091
55,19,0,10512,45.563668
56,16,0,10660,46.142507
57,7,0,10804,46.742799
58,11,0,10948,47.305026
59,16,0,11084,47.856722
60,11,0,11244,48.506309
61,0,0,11372,49.006765
62,15,0,11524,49.613516
63,0,0,11660,50.156795
64,9,0,11812,50.763746
65,4,0,11960,51.342850
66,18,0,12108,51.935923
67,19,0,12240,52.493770
68,4,0,12380,53.031753
69,9,0,12524,53.615934
70,12,0,12668,54.190908
71,10,0,12816,54.805222
72,12,0,12964,55.373677
73,13,0,13100,55.922051
74,16,0,13248,56.509374
75,1,0,13388,57.079929
76,7,0,13536,57.677522
77,18,0,13668,58.206861
78,7,0,13820,58.796076
79,13,0,13964,59.368764
80,7,0,14104,59.933343
81,19,0,14256,60.539152
82,8,0,14396,61.093870
83,6,0,14548,61.709241
84,3,0,14688,62.279181
85,18,0,14832,62.858323
86,5,0,14964,63.381748
87,19,0,15116,63.994374
88,2,0,15256,64.540908
89,1,0,15400,65.112344
90,17,0,15540,65.687093
91,1,0,15688,66.281051
92,12,0,15832,66.852693
93,1,0,15976,67.409935
94,2,0,16124,68.018194
95,14,0,16260,68.556726
96,7,0,16404,69.143571
97,5,0,16552,69.731055
98,18,0,16700,70.319653
99,6,0,16844,70.890896
